SEQPLT18,YEAR,PSTATABB,PNAME,ORISPL,OPRNAME,OPRCODE,UTLSRVNM,UTLSRVID,SECTOR,BANAME,BACODE,NERC,SUBRGN,SRNAME,ISORTO,FIPSST,FIPSCNTY,CNTYNAME,LAT,LON
6528,2018,NC,Pate Farm,58856,Duke Energy Progress - (NC),3046,Pate Farm LLC,58732,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,155,Robeson,34.816667,-79.199444
6529,2018,NC,PCIP Solar,58305,Duke Energy Progress - (NC),3046,Greenbacker Renewable Energy Corporation,60025,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,145,Person,36.3125,-78.9675
6530,2018,NC,PCS Phosphate,50509,Duke Energy Progress - (NC),3046,PCS Phosphate,22175,Industrial CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,013,Beaufort,35.376266,-76.779864
6531,2018,NC,PCSP3 Airport,58538,"Duke Energy Carolinas, LLC",5416,Carolina Solar Energy LLC,58508,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,145,Person,36.288056,-78.986111
6532,2018,NC,Peanut Solar,60557,"Duke Energy Carolinas, LLC",5416,Peanut Solar LLC,60333,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,045,Cleveland,35.389634,-81.499819
6533,2018,NC,"Pecan Grove Solar, LLC",62659,Duke Energy Progress - (NC),3046,"Pecan Grove Solar, LLC",62138,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,049,Craven,35.067661,-77.185206
6534,2018,NC,Pecan PV1,59157,Duke Energy Progress - (NC),3046,"Ecoplexus, Inc",58970,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,153,Richmond,34.909167,-79.829444
6535,2018,NC,Pecan Solar,60030,Virginia Electric & Power Co,19876,Dominion Renewable Energy,58468,IPP Non-CHP,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,131,Northampton,36.481008,-77.481164
6536,2018,NC,"Perkins Solar, LLC",60629,Duke Energy Progress - (NC),3046,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,145,Person,36.43741,-78.97198
6537,2018,NC,Phelps 158 Solar Farm,61134,Virginia Electric & Power Co,19876,Greenbacker Renewable Energy Corporation,60025,IPP Non-CHP,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,131,Northampton,36.442636,-77.161514
6538,2018,NC,Pike Road Solar,60360,"Duke Energy Carolinas, LLC",5416,"Enerparc Solar Development, LLC",60147,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,037,Chatham,35.824811,-79.503656
6539,2018,NC,Pikeville Farm,61404,Duke Energy Progress - (NC),3046,"Pikeville Farm, LLC",61039,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,191,Wayne,35.478155,-77.979166
6540,2018,NC,"Pine Valley Solar Farm, LLC",60298,Duke Energy Progress - (NC),3046,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,125,Moore,35.21812,-79.529333
6541,2018,NC,Pinesage,61978,Duke Energy Progress - (NC),3046,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,125,Moore,35.220823,-79.51909
6542,2018,NC,Pineville Delivery 2,56345,Town of Pineville - (NC),15062,North Carolina Mun Power Agny #1,13630,Electric Utility,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,119,Mecklenburg,35.0767,-80.8816
6543,2018,NC,Pinewood Solar Center LLC,59160,,-9999,Coronal Development Services,58695,IPP Non-CHP,No balancing authority,NA,SERC,SRVC,SERC Virginia/Carolina,,37,157,Rockingham,36.318056,-79.823056
6544,2018,NC,Plant Rowan County,7826,"Duke Energy Carolinas, LLC",5416,Southern Power Co,17650,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,159,Rowan,35.7314,-80.6019
6545,2018,NC,Plymouth Solar LLC,58480,Virginia Electric & Power Co,19876,SunEnergy1,58466,IPP Non-CHP,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,187,Washington,35.875,-76.710556
6546,2018,NC,Pollocksville Solar,59917,Duke Energy Progress - (NC),3046,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,103,Jones,34.998,-77.219
6547,2018,NC,Porter Solar,59504,Duke Energy Progress - (NC),3046,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,049,Craven,35.2167,-77.0743
6548,2018,NC,Princeton,59533,Duke Energy Progress - (NC),3046,Greenbacker Renewable Energy Corporation,60025,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,101,Johnston,35.504444,-78.192222
6549,2018,NC,Progress Manis I,58529,Duke Energy Progress - (NC),3046,Greenbacker Renewable Energy Corporation,60025,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,165,Scotland,34.756389,-79.447222
6550,2018,NC,"Progress Solar 1, LLC",58493,Duke Energy Progress - (NC),3046,"O2energies, Inc.",58477,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,069,Franklin,35.948056,-78.250833
6551,2018,NC,"Progress Solar II, LLC",58494,Duke Energy Progress - (NC),3046,"O2energies, Inc.",58477,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,155,Robeson,34.476111,-79.0975
6552,2018,NC,"Progress Solar III, LLC",58495,Duke Energy Progress - (NC),3046,"O2energies, Inc.",58477,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,155,Robeson,34.714167,-79.353889
6553,2018,NC,Quail Holdings,60434,EnergyUnited Elec Member Corp,21632,"Quail Holdings, LLC",60229,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,059,Davie,35.8653,-80.57
6554,2018,NC,Quarter Horse Solar,62095,Duke Energy Progress - (NC),3046,Quarter Horse Farm LLC,61640,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,141,Pender,34.437,-77.642
6555,2018,NC,Queens Creek,6438,"Duke Energy Carolinas, LLC",5416,"Duke Energy Carolinas, LLC",5416,Electric Utility,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,113,Macon,35.27127,-83.676016
6556,2018,NC,Quincy Solar,59506,Duke Energy Progress - (NC),3046,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,051,Cumberland,35.0717,-78.8078
6557,2018,NC,QVC Inc,56966,Edgecombe-Martin County E M C,5656,QVC Inc,56237,IPP Non-CHP,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,065,Edgecombe,35.9222,-77.6731
6558,2018,NC,Raeford Farm,58274,Duke Energy Progress - (NC),3046,"SRE Utility Solar 1, LLC",61119,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,093,Hoke,34.968889,-79.211944
6559,2018,NC,Railroad Farm,58316,Duke Energy Progress - (NC),3046,Railroad Farm LLC,58284,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,155,Robeson,34.82,-78.970833
6560,2018,NC,Railroad Farm 2,61095,Duke Energy Progress - (NC),3046,"Railroad Farm 2, LLC",60708,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,155,Robeson,34.807903,-78.950494
6561,2018,NC,Rams Horn Solar Center LLC,58810,Greenville Utilities Comm,7639,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,147,Pitt,35.64,-77.316111
6562,2018,NC,"Ranchland Solar, LLC",61813,Virginia Electric & Power Co,19876,"Ranchland Solar, LLC",61425,IPP Non-CHP,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,053,Currituck,36.472591,-76.154089
6563,2018,NC,"Red Hill Solar Center, LLC",59760,Duke Energy Progress - (NC),3046,"SRE Utility Solar 1, LLC",61119,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,185,Warren,36.404382,-78.141105
6564,2018,NC,"Red Oak Solar Farm, LLC",60929,Duke Energy Progress - (NC),3046,"Heelstone Energy Holdings, LLC",59462,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,127,Nash,35.993015,-77.933518
6565,2018,NC,"Red Toad 1425 A Powatan Road, LLC",60129,Duke Energy Progress - (NC),3046,"SRE Utility Solar 1, LLC",61119,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,101,Johnston,35.604208,-78.370875
6566,2018,NC,"Red Toad 4451 Buffalo Road, LLC",62131,Duke Energy Progress - (NC),3046,Sol Systems,61677,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,101,Johnston,35.557397,-78.297336
6567,2018,NC,"Red Toad 5840 Buffalo Road, LLC",62204,Duke Energy Progress - (NC),3046,Sol Systems,61677,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,101,Johnston,35.572873,-78.302297
6568,2018,NC,Redmon Solar Farm LLC,59114,"Duke Energy Carolinas, LLC",5416,Redmon Solar Farm LLC,58920,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,159,Rowan,35.710833,-80.665833
6569,2018,NC,Reidsville Energy Center,61240,"Duke Energy Carolinas, LLC",5416,"NTE Carolinas II, LLC",60835,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,157,Rockingham,36.334261,-79.832151
6570,2018,NC,Reventure Park,58865,"Duke Energy Carolinas, LLC",5416,Clean Energy LLC,58748,IPP CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,119,Mecklenburg,35.294444,-80.998889
6571,2018,NC,Rhodhiss,2730,"Duke Energy Carolinas, LLC",5416,"Duke Energy Carolinas, LLC",5416,Electric Utility,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,027,Caldwell,35.774234,-81.437773
6572,2018,NC,Rhubarb One,59216,Duke Energy Progress - (NC),3046,Rhubarb One LLC,59010,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,155,Robeson,34.529722,-79.284167
6573,2018,NC,Richmond County Plant,7805,Duke Energy Progress - (NC),3046,Duke Energy Progress - (NC),3046,Electric Utility,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,153,Richmond,34.8392,-79.7406
6574,2018,NC,"River Road Solar, LLC",60487,Virginia Electric & Power Co,19876,"River Road Solar, LLC",60280,IPP Non-CHP,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,091,Hertford,36.351,-76.842
6575,2018,NC,Riverbend,2732,"Duke Energy Carolinas, LLC",5416,"Duke Energy Carolinas, LLC",5416,Electric Utility,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,071,Gaston,35.36,-80.9742
6576,2018,NC,RJ Solar,58743,"Duke Energy Carolinas, LLC",5416,Sunlight Partners,58658,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,035,Catawba,35.743056,-81.145
6577,2018,NC,Roanoke Rapids,2758,Virginia Electric & Power Co,19876,Virginia Electric & Power Co,19876,Electric Utility,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,083,Halifax,36.4789,-77.6722
6578,2018,NC,Robeson County LFG to Energy,59763,Lumbee River Elec Member Corp,11291,Robeson County Landfill,59529,Commercial Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,155,Robeson,34.791,-78.9088
6579,2018,NC,Robin Solar,60165,Duke Energy Progress - (NC),3046,Sunlight Partners,58658,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,191,Wayne,35.264418,-78.081389
6580,2018,NC,Rock Farm,58347,Duke Energy Progress - (NC),3046,Rock Farm LLC,58333,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,153,Richmond,34.965556,-79.609722
6581,2018,NC,Rockingham County Combustion Turbine,55116,"Duke Energy Carolinas, LLC",5416,"Duke Energy Carolinas, LLC",5416,Electric Utility,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,157,Rockingham,36.3297,-79.8297
6582,2018,NC,"Rockingham Solar, LLC",60106,Duke Energy Progress - (NC),3046,"SRE Utility Solar 1, LLC",61119,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,153,Richmond,34.980661,-79.603732
6583,2018,NC,Rockwell Solar LLC,58668,"Duke Energy Carolinas, LLC",5416,"O2energies, Inc.",58477,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,159,Rowan,35.541667,-80.474722
6584,2018,NC,Rocky Mount Mill,50468,Duke Energy Progress - (NC),3046,Capitol Broadcasting Company Inc,55876,Industrial Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,127,Nash,35.960058,-77.802435
6585,2018,NC,Roman Solar,60159,Duke Energy Progress - (NC),3046,Sunlight Partners,58658,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,185,Warren,36.449811,-78.19496
6586,2018,NC,"Roper Farm, LLC",60761,"Duke Energy Carolinas, LLC",5416,"Roper Farm, LLC",60451,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,045,Cleveland,35.187475,-81.440717
6587,2018,NC,Rose Hill,59375,Duke Energy Progress - (NC),3046,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,061,Duplin,34.823889,-77.969722
6588,2018,NC,Rosemary Power Station,50555,Virginia Electric & Power Co,19876,Virginia Electric & Power Co,19876,Electric Utility,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,083,Halifax,36.4517,-77.6594
6589,2018,NC,Rosewood Solar,61520,Tri-County Elec Member Corp,18956,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,191,Wayne,35.4375,-78.10709
6590,2018,NC,Round Hill PV1,59998,"Duke Energy Carolinas, LLC",5416,"Ecoplexus, Inc",58970,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,197,Yadkin,36.211774,-80.66468
6591,2018,NC,Rowan Solar NC LLC,60780,"Duke Energy Carolinas, LLC",5416,Rowan Solar NC LLC,60466,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,159,Rowan,35.611,-80.53
6592,2018,NC,Roxboro,2712,Duke Energy Progress - (NC),3046,Duke Energy Progress - (NC),3046,Electric Utility,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,145,Person,36.4833,-79.0731
6593,2018,NC,Roxboro Farm,58340,Duke Energy Progress - (NC),3046,Roxboro Farm LLC,58326,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,145,Person,36.4797,-78.917364
6594,2018,NC,"Roxboro Solar Farm, LLC",61288,Duke Energy Progress - (NC),3046,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,077,Granville,36.326821,-78.622242
6595,2018,NC,Royal Solar,59831,Duke Energy Progress - (NC),3046,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,051,Cumberland,35.216,-78.689
6596,2018,NC,Ruff Solar LLC,62594,"Duke Energy Carolinas, LLC",5416,Sol Systems,61677,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,161,Rutherford,35.32062,-81.7634
6597,2018,NC,Ruskin Solar,60922,Tri-County Elec Member Corp,18957,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,191,Wayne,35.274,-78.022
6598,2018,NC,Rutherford Farm,59589,"Duke Energy Carolinas, LLC",5416,Southern Power Co,17650,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,161,Rutherford,35.257778,-81.830556
6599,2018,NC,Sabattus Solar LLC,62596,Duke Energy Progress - (NC),3046,Sol Systems,61677,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,127,Nash,35.819,-78.135
6600,2018,NC,Sadie Solar,60168,Duke Energy Progress - (NC),3046,Sunlight Partners,58658,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,101,Johnston,35.440064,-78.207647
6601,2018,NC,Sadiebrook NC Solar,62102,Duke Energy Progress - (NC),3046,Sadiebrook Solar LLC,61641,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,017,Bladen,34.44,-78.658
6602,2018,NC,Salem Energy Systems LLC,54984,"Duke Energy Carolinas, LLC",5416,Salem Energy Systems LLC,22331,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,067,Forsyth,36.191241,-80.183458
6603,2018,NC,Salisbury Solar,61128,"Duke Energy Carolinas, LLC",5416,"Salisbury Solar, LLC",60748,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,159,Rowan,35.632585,-80.422626
6604,2018,NC,"Samarcand Solar Farm, LLC",58805,"Duke Energy Carolinas, LLC",5416,"SRE Utility Solar 1, LLC",61119,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,125,Moore,35.311667,-79.695
6605,2018,NC,Sampson County Disposal,57492,Duke Energy Progress - (NC),3046,Black Creek Renewable Energy LLC,56814,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,163,Sampson,34.9856,-78.4625
6606,2018,NC,Sampson Solar,61096,Duke Energy Progress - (NC),3046,"Sampson Solar, LLC",60709,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,163,Sampson,34.961039,-78.470536
6607,2018,NC,"Sandy Cross Solar, LLC",58491,Duke Energy Progress - (NC),3046,"O2energies, Inc.",58477,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,127,Nash,35.868333,-77.954167
6608,2018,NC,Sandy Solar,62692,Virginia Electric & Power Co,19876,"Sandy Solar, LLC",62158,IPP Non-CHP,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,029,Camden,36.33,-76.058
6609,2018,NC,Santeetlah,54898,Tennessee Valley Authority,18642,Brookfield Smoky Mountain Hydropower LLC,306,Electric Utility,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,37,075,Graham,35.4475,-83.863889
6610,2018,NC,Sarah Solar,59500,Duke Energy Progress - (NC),3046,Greenbacker Renewable Energy Corporation,60025,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,069,Franklin,36.139444,-78.146944
6611,2018,NC,SAS Solar Farm,56915,Duke Energy Progress - (NC),3046,SAS Institute Inc,56128,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,183,Wake,35.8136,-78.7503
6612,2018,NC,Scarlet Solar,60921,Tri-County Elec Member Corp,18957,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,107,Lenoir,35.287803,-77.795061
6613,2018,NC,Schell Solar Farm,59591,Virginia Electric & Power Co,19876,"Heelstone Energy Holdings, LLC",59462,IPP Non-CHP,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,131,Northampton,36.435556,-77.566389
6614,2018,NC,Seaboard Solar LLC,59643,Virginia Electric & Power Co,19876,Seaboard Solar LLC,59404,IPP Non-CHP,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,131,Northampton,36.476944,-77.467778
6615,2018,NC,Sedberry Farm,59592,Duke Energy Progress - (NC),3046,"Heelstone Energy Holdings, LLC",59462,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,125,Moore,35.243889,-79.321667
6616,2018,NC,Sellers Farm Solar,60439,Duke Energy Progress - (NC),3046,Carolina Solar Energy LLC,58508,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,153,Richmond,34.881973,-79.665351
6617,2018,NC,Selma Solar LLC,58669,"Duke Energy Carolinas, LLC",5416,"Sustainable Power Group, LLC",58661,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,101,Johnston,35.576389,-78.183333
6618,2018,NC,Shadow Solar,58744,"Duke Energy Carolinas, LLC",5416,Sunlight Partners,58658,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,161,Rutherford,35.213056,-81.832222
6619,2018,NC,Shankle Solar Center LLC,58956,Duke Energy Progress - (NC),3046,Shankle Solar Center LLC,58820,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,093,Hoke,34.943889,-79.195833
6620,2018,NC,Shannon Farm,58323,Duke Energy Progress - (NC),3046,Strata Fund 2 Lessee LLC,58283,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,155,Robeson,34.8475,-79.128889
6621,2018,NC,Shawboro PV1,59155,Virginia Electric & Power Co,19876,"Fresh Air Energy X, LLC",59819,IPP Non-CHP,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,053,Currituck,36.433333,-76.087222
6622,2018,NC,"Shelby Randolph Road Solar 1, LLC",60101,"Duke Energy Carolinas, LLC",5416,"SRE Utility Solar 1, LLC",61119,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,045,Cleveland,35.309229,-81.588436
6623,2018,NC,Shelby Solar Energy Generation Facility,57200,City of Shelby - (NC),17037,Solar Star North Carolina I LLC,56563,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,045,Cleveland,35.2536,-81.5956
6624,2018,NC,"Shelby, NC",54363,"Duke Energy Carolinas, LLC",5416,"Electric Glass Fiber America, LLC.",50035,Industrial Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,045,Cleveland,35.3264,-81.6292
6625,2018,NC,"Shelby, Toms Street",56063,City of Shelby - (NC),17037,North Carolina Mun Power Agny #1,13630,Electric Utility,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,045,Cleveland,35.3036,-81.5225
6626,2018,NC,Shelter Solar,60156,Duke Energy Progress - (NC),3046,Sol Systems,61677,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,093,Hoke,34.983772,-79.268026
6627,2018,NC,Shiloh Hwy Solar,62691,Virginia Electric & Power Co,19876,"Shiloh Hwy 1108 Solar, LLC",62157,IPP Non-CHP,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,029,Camden,36.27,-76.033
6628,2018,NC,"Shoe Creek Solar, LLC",60380,Duke Energy Progress - (NC),3046,Cypress Creek Renewables,61060,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,165,Scotland,34.84492,-79.38472
6629,2018,NC,"SID Solar I, LLC",60108,"Duke Energy Carolinas, LLC",5416,"SRE Utility Solar 1, LLC",61119,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,045,Cleveland,35.258647,-81.505606
6630,2018,NC,Sigmon Catawba Farm,58861,"Duke Energy Carolinas, LLC",5416,Sigmon Catawba Farm LLC,58738,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,035,Catawba,35.612222,-81.243333
6631,2018,NC,Signature Solar,60155,Duke Energy Progress - (NC),3046,Sunlight Partners,58658,IPP Non-CHP,Duke Energy Carolinas,DUK,SERC,SRVC,SERC Virginia/Carolina,,37,101,Johnston,35.457984,-78.204622
6632,2018,NC,"Siler 421 Farm, LLC",61019,Duke Energy Progress - (NC),3046,"Heelstone Energy Holdings, LLC",59462,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,037,Chatham,35.747372,-79.449675
6633,2018,NC,Simons Farm,59149,Virginia Electric & Power Co,19876,Cypress Creek Renewables,61060,IPP Non-CHP,"PJM Interconnection, LLC",PJM,SERC,SRVC,SERC Virginia/Carolina,PJM,37,091,Hertford,36.306389,-76.997222
6634,2018,NC,Smithfield,59955,Town of Smithfield - (NC),17451,"SRE Utility Solar 1, LLC",61119,IPP Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,101,Johnston,35.48835,-78.319751
6635,2018,NC,Smithfield Farmland Corp Bladen,54823,Four County Elec Member Corp,6640,Smithfield Fresh Meats Corp.,17449,Industrial Non-CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,017,Bladen,34.74625,-78.807292
6636,2018,NC,Smithfield Packaged Meats Corp.,56035,City of Wilson,20785,Smithfield Packaged Meats Corp.,18065,IPP CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,195,WILSON,35.694344,-77.91919
6637,2018,NC,Smithfield Packaged Meats Corp.,58575,City of Kinston - (NC),10345,Smithfield Packaged Meats Corp,58536,Industrial CHP,Duke Energy Progress East,CPLE,SERC,SRVC,SERC Virginia/Carolina,,37,107,Lenoir,35.268333,-77.659167
